0.89758,0.21383,2587.2,3357.8,3067.1,1.8528
0.94238,0.20381,2532.4,3296.7,2941.3,1.8159
0.97897,0.19418,2489.5,3265.7,2841.4,1.7756
1.0013,0.18728,2456.6,3147.7,2775.1,1.7634
1.0218,0.18091,2422.3,3100.4,2708.7,1.7327
1.0358,0.17755,2398.6,3055,2669.7,1.7199
1.0475,0.17367,2372.3,3077.1,2630.5,1.7082
1.0585,0.16888,2346.6,2936,2582.9,1.6946
1.0673,0.16434,2317.6,2961.7,2538.6,1.6806
1.0742,0.16045,2298.3,2929.5,2506.5,1.6684
1.0813,0.15901,2282.7,2970.3,2486,1.66
1.0886,0.15525,2256.8,2889.9,2450,1.6494
1.0949,0.15126,2226.7,2845.7,2412.4,1.6296
1.1033,0.14608,2195.3,2882.8,2366,1.6216
1.1067,0.14188,2172.1,2763.2,2332.9,1.6164
1.1109,0.14105,2159.4,2792.8,2317.6,1.61
1.1135,0.13954,2129.8,2751.6,2295.5,1.599
1.119,0.13318,2106.4,2726.5,2249.8,1.5859
1.1226,0.129,2078.9,2714.9,2214.3,1.5813
1.1275,0.12442,2051.2,2660.4,2179.2,1.5698
1.1319,0.12103,2027.4,2623.1,2148.3,1.5603
1.1334,0.1186,2010.8,2690.7,2129,1.5444
1.1353,0.11542,1988.5,2627.8,2104.1,1.5526
1.1396,0.11112,1960.5,2601.8,2068.3,1.5403
1.1412,0.1079,1936.9,2533.2,2040,1.5337
1.1456,0.10433,1910.9,2506.9,2008.9,1.525
1.1476,0.10144,1891.2,2537.4,1986.2,1.5187
1.1499,0.098161,1870.8,2467.5,1963.6,1.5108
1.1525,0.094269,1842.7,2490.3,1930.5,1.506
1.1473,0.076935,1770.4,2429.5,1810.3,1.4846
1.131,0.10484,1910.1,2552.1,2010.4,1.5526
1.1434,0.093365,1835.8,2507,1921.4,1.5197
1.1484,0.087868,1802.3,2389.4,1882.9,1.5005
1.1541,0.085069,1778.3,2400.6,1856,1.4948
1.1561,0.085763,1774.5,2425.1,1854.7,1.4893
1.1577,0.083099,1756,2391.2,1833.6,1.4818
1.1586,0.07943,1732.3,2393.9,1807.5,1.4718
1.1599,0.074298,1699.4,2327,1769.9,1.4719
1.1621,0.06949,1673.5,2248.8,1738.9,1.4625
1.1636,0.070214,1670.5,2305.3,1738.4,1.4579
1.1635,0.070248,1668.5,2325.6,1736.2,1.4576
1.1411,0.084164,1797.7,2463.5,1848,1.502
1.1227,0.10975,1904,2554.8,2014.2,1.5542
1.1363,0.099399,1842.6,2503.8,1935.7,1.5259
1.1433,0.091327,1788.8,2468.6,1874.1,1.5086
1.151,0.084148,1744.2,2437.2,1822.4,1.4911
1.1537,0.079575,1715.4,2440.2,1788,1.4816
1.1576,0.075751,1689.3,2351.6,1759.6,1.4723
1.159,0.072682,1669.4,2367,1737.4,1.4619
1.1618,0.069422,1644.2,2310.8,1711.7,1.4594
1.1643,0.065868,1626.6,2332.2,1689.2,1.4508
1.165,0.063215,1608.3,2330.2,1671,1.4455
1.1668,0.061089,1593.7,2269.7,1653.8,1.4373
1.1693,0.057368,1566.7,2215.1,1624.6,1.4335
1.1703,0.05095,1557.8,2360,1595.5,1.4253
1.1574,0.072725,1660.5,2336.5,1730.4,1.4688
1.1665,0.063945,1605.4,2256.6,1668,1.4366
1.1674,0.05926,1573.4,2281.9,1633.8,1.4331
1.1727,0.053223,1536.2,2171,1591.4,1.4232
1.1766,0.050029,1516.7,2151.5,1569.3,1.4071
1.177,0.049563,1516.5,2148.4,1569.3,1.4104
1.1797,0.046782,1495.7,2211.4,1545.8,1.4048
1.1812,0.04178,1467.6,2165.2,1515.4,1.398
1.1841,0.039644,1455.1,2073.8,1500.3,1.3855
1.1817,0.040428,1455.4,2131.1,1503.2,1.3944
1.1877,0.039145,1445.3,2093.6,1492.8,1.3885
1.1871,0.035908,1425.7,2093.1,1470.7,1.3827
1.1886,0.032466,1405.8,2102.8,1448.5,1.3773
1.1886,0.029997,1387,2094.2,1427.1,1.3697
1.1906,0.030761,1392.8,2066,1432.8,1.3646
1.1913,0.032103,1399.5,2040.6,1442.1,1.3671
1.1773,0.047623,1504.1,2227.8,1546.8,1.407
1.1759,0.050836,1510.5,2152.7,1563.2,1.4141
1.1813,0.040259,1447,2116.4,1492.3,1.3921
1.1872,0.033265,1406.7,2045.9,1446.9,1.3791
1.1897,0.029983,1381.9,2061.8,1422.1,1.371
1.1926,0.026973,1363.1,2077.7,1400.7,1.3629
1.1938,0.025102,1347.2,1990.9,1382.6,1.3568
1.195,0.022925,1329.5,2044,1364.8,1.3524
1.1961,0.020541,1310.1,2000.3,1342.9,1.34
1.1976,0.018919,1297,2033.3,1329.8,1.3402
1.1986,0.018126,1289.6,1966.7,1322.5,1.3386
1.2003,0.016549,1275.2,1966,1305.2,1.3318
1.2018,0.015027,1256.3,1914.2,1286.3,1.3257
1.2032,0.015318,1279.2,2064.8,1301.9,1.336
1.1956,0.032047,1377.5,1911.5,1425.2,1.359
1.2007,0.019231,1295.8,2026.8,1328.3,1.3358
1.2035,0.016172,1269.9,1919.7,1300,1.3265
1.2078,0.013795,1249.2,1964,1276.7,1.3143
1.2078,0.015115,1259.8,1926.4,1289.9,1.3176
1.2101,0.013864,1248.7,1903.9,1276.2,1.3091
1.2107,0.011884,1224.3,1955.2,1251.8,1.3026
1.212,0.009516,1198.9,1876,1223.9,1.2992
1.2157,0.0081221,1181.8,1863.7,1207,1.2899
1.2151,0.0088969,1190.9,1862.1,1216.1,1.2899
1.218,0.0078293,1176.6,1874.8,1201.8,1.2781
1.2175,0.0062552,1158.9,1819.3,1181.5,1.2793
1.2197,0.0046781,1133.1,1793.3,1153.2,1.2695
1.2199,0.0046644,1130.6,1877.8,1153.2,1.2713
1.2221,0.0051536,1138.8,1832.2,1161.5,1.2629
1.2236,0.0044981,1128.8,1786.6,1149,1.2623
1.2251,0.0018246,1085,1941.4,1092.7,1.2578
1.2147,0.012692,1234.4,1886,1262.2,1.3046
1.2228,0.0081365,1180.6,1812.7,1205.8,1.2755
1.2265,0.0055608,1143.1,1786.2,1165.8,1.2548
1.2291,0.0042442,1123.3,1777.4,1143.4,1.2502
1.2326,0.0032879,1105.2,1791.3,1125.3,1.2437
1.2362,0.0024439,1085.5,1755.3,1103.1,1.2302
1.2375,0.002105,1076.5,1719.3,1094.2,1.229
1.2399,0.0016199,1058.1,1751.9,1075.7,1.2232
1.243,0.0013401,1047.9,1663.1,1065.6,1.2113
1.244,0.0010815,1037.5,1730.5,1055,1.2074
1.2464,0.0010184,1028.5,1746.2,1043.6,1.2028
1.2472,0.00070329,1016.2,1739.5,1031.3,1.195
1.2484,0.00064565,1002.9,1703.4,1018,1.1716
1.25,0.00065455,995.2,1639.3,1010.3,1.1855
1.2524,0.00058407,982.42,1575,997.55,1.1775
1.2543,0.0006249,974.92,1674,990.05,1.1684
1.2488,0.00078419,1022.8,1666.5,1035.4,1.1966
